Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Immunization, measles (% of children ages 12-23 months)",Forest area (sq. km),CO2 emissions (metric tons per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),Mobile cellular subscriptions (per 100 people),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)","Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,People practicing open defecation (% of population)
YR2015,BOL,10869730.0,1.5129240330000002,1098580.0,32208419785.0,2960.0,72255687987.0,6650.0,70.277,2.886,68.0956,30.8,95.0,547640.0,,33000198263.0,4.857188015,-4.620603311,10.23949424,25.20241667,30.86829588,37.06454906,20.28127665,93.49660939,55.53906026,109.1624537,210175743.5,554643532.3,3035.972215,-556430243.1,4.059610411,40.75442888,216.726,152.314,6163.0,420.0,4061.0,15.47390706
YR2015,BIH,3429361.0,-1.526276235,51210.0,17873872900.0,5210.0,41479278170.0,12100.0,76.865,1.296,10.607999999999999,6.1,83.0,21850.0,,16211541253.0,3.088223761,1.36665073,6.238163957,22.53746915,34.87107111,53.32722983,18.65362942,100.4128758,86.88254732,103.2690296,55544289.46,383089615.7,4727.277546,-288355804.4,-1.023285045,39.19333113,127.346,64.788,161.0,3.0,131.0,0.0
YR2015,BWA,2120716.0,1.525307942,581730.0,14757040309.0,6960.0,34938571824.0,16470.0,67.33800000000001,2.968,46.8966,40.7,97.0,108400.0,,14420604206.0,-1.6979656159999998,1.8653364940000001,2.2010552740000002,29.9804267,53.0331774,54.49121392,32.60313981,163.87517230000003,94.1153353,89.92131301,94742011.44,378553780.9,6799.875234,-195308660.3,3.062031696,48.36533126,302.561,194.62900000000002,1867.0,88.0,1524.0,12.08874082
YR2015,BRA,204471769.0,0.8388482826000001,8515770.0,2078344853714.0,10160.0,3163684993444.0,15470.0,74.994,1.7530000000000001,61.0878,15.7,96.0,4935380.0,,1802214373741.0,-3.545763393,7.566156399,4.319149428999999,19.36004398,12.90019142,14.05343452,17.41162586,126.08795590000001,20.52841246,106.41183840000001,1339086890.0,60334050668.0,8814.000987000001,-57200073538.0,9.029807186000001,42.71587356,193.622,95.103,41509.0,1900.0,27783.0,1.908625222
YR2015,VGB,29152.0,0.5607073392,150.0,,,,,,,,,,36.19999886,,,,,,,,,,196.1958013,,54.23991036,,25360087000.0,,,,,,,,,,0.0
YR2015,BRN,414907.0,1.246081245,5770.0,16111237318.0,38830.0,34940106628.0,84210.0,75.318,1.9469999999999998,11.9396,10.8,96.0,3800.0,,12930394938.0,-0.5668146088,-17.46827523,1.102486219,61.36235797,52.21059737,32.68646642,35.24580943,111.6838231,74.10446507,156.9290919,,171289167.8,31164.56203,-171289167.8,-0.4151219259,42.1730359,103.12899999999999,73.057,62.0,2.0,35.0,2.6
YR2015,BGR,7177991.0,-0.6380694682,111000.0,53694320408.0,7480.0,127919416246.0,17820.0,74.61463415,1.53,41.4184,8.2,92.0,38230.0,,50201314895.0,3.471186041,2.206092813,4.136598055,24.08699049,64.10439943,63.9566154,21.18888809,127.70783,108.71627590000001,133.7938188,150830000.0,2609370000.0,6993.783483,-2508080000.0,-0.10463326099999999,46.52144244,,,457.0,7.0,270.0,0.0
YR2015,BFA,18110624.0,2.939462977,274220.0,11414842573.0,630.0,29876745182.0,1650.0,59.919,5.436,108.7606,86.8,88.0,53500.0,,10419303761.0,3.8945480569999997,-3.073429795,30.27166607,18.9962275,22.95119853,24.99670588,24.32829122,79.77028842,50.44482933,130.4875879,180695052.8,231808460.8,575.3144542,-217709201.5,0.9549933173999999,44.7184255,273.42900000000003,242.487,37717.0,2500.0,18870.0,49.42490415
YR2015,BDI,10160030.0,3.156909217,27830.0,2651125147.0,260.0,7760115014.0,760.0,60.12300000000001,5.697,57.63,67.0,93.0,2760.0,,3104394858.0,-3.9000030860000003,21.33404254,30.68083011,11.76494577,6.4187599760000005,16.43195111,12.17761858,49.18977601,27.15505078,145.86875780000003,21041437.16,49622865.77,305.5497728,-49470693.08,5.544688913,52.02417611,323.166,265.20799999999997,18772.0,2400.0,9800.0,2.646843005
YR2015,CPV,524743.0,1.241420644,4030.0,1686241814.0,3210.0,3242034701.0,6180.0,72.117,2.385,75.7158,21.5,92.0,899.0000152999999,,1596800287.0,1.006863707,1.7362661640000001,8.737394762000001,18.12140832,44.90744231,59.15864667,30.18659418,116.527138,42.02153553,110.28924669999999,14207581.32,96071472.84,3043.013984,-111989153.5,0.131187999,46.4518619,147.85299999999995,102.445,199.0,7.0,140.0,23.61430132
YR2015,KHM,15521436.0,1.6037068540000001,181040.0,16465389428.0,1060.0,51200145873.0,3300.0,68.637,2.593,49.6326,32.0,84.0,94570.0,,18049954289.0,7.036087179,1.7192706919999998,26.58036001,27.67957211,61.71842376,66.14564324,22.4529982,134.3338529,120.7925497,74.64221474,314340835.2,1822804151.0,1162.90492,-1735043113.0,1.221270061,48.5245947,208.468,142.84,10066.0,650.0,6053.0,37.68591174
YR2015,CMR,23298368.0,2.68179173,475440.0,33514546891.0,1440.0,79077043993.0,3390.0,57.583,4.777,111.8636,85.8,79.0,188160.0,,30916218544.0,5.651463744,0.1791471,14.77247235,25.18184745,22.25966622,27.60954078,22.39604838,77.94823655,32.67864078,142.45678590000003,75577034.78,694057556.6,1326.969277,-638262430.2,2.676235314,46.96975593,355.63,324.623,47254.0,4800.0,24199.0,7.05584687
YR2015,CAN,35702908.0,0.746339478,9984670.0,1699136709697.0,47590.0,1570465319021.0,43990.0,81.9,1.5630000000000002,9.6298,5.3,89.0,3470690.0,,1552899925234.0,0.6899065212000001,-0.9024047068000001,1.711327321,24.81132546,31.68030246,34.15816181,23.90369352,82.61933463,54.05300022,105.3664624,5114157604.0,59986208237.0,43495.05439,23927632715.0,1.125241361,47.03999002,,,1774.0,41.0,1357.0,0.0
YR2015,CYM,61724.0,1.4293883019999998,263.9999962,,,2820621362.0,45700.0,,,,,,126.99999809999998,,,2.8331224269999997,0.3419014939,0.3786953388,0.0036245307539999995,,,,151.06603590000003,,62.94566496,,86943975000.0,,,-2.347527702,,,,,,,0.0
YR2015,CAF,4493170.0,0.6474039187,622980.0,1801734955.0,400.0,3387122496.0,750.0,50.881,4.941,132.8304,129.1,49.0,221700.0,,1709221159.0,4.56280844,2.659444713,31.15069669,20.39453249,16.92709003,35.78035014,22.10901379,27.65294881,25.27466956,78.09192847,,3000000.0,380.4042935,,37.14221481,45.58303431,426.72,395.42900000000003,14801.0,1500.0,7161.0,23.85130305
YR2015,TCD,14110975.0,3.222050147,1284000.0,12401710999.0,880.0,29990173538.0,2130.0,53.137,6.0489999999999995,167.942,130.5,46.0,48750.0,,10945989472.0,2.767675685,-8.480017258,50.3955823,13.65213457,30.00176089,36.56240346,28.45915911,38.73436811,53.90102023,126.04734540000001,,559642022.5,775.7075235,,3.6699004339999997,45.58961021,384.798,341.536,46222.0,7100.0,22205.0,67.56197426
YR2015,CHI,165385.0,0.7800091143000001,197.99999240000002,,,,,82.429,1.541,7.6236,,,8.000000119,,,,,,,,,,,,,,,,,,43.75501339,60.131,42.53,,,,0.0
YR2015,CHL,17969353.0,1.1777574709999998,756096.0156,254067754999.0,14140.0,395579058009.0,22010.0,79.646,1.75,46.152,7.9,96.0,177350.0,,243919079437.0,2.303767036,4.953538063,3.63888345,29.77604704,29.376348600000004,29.5959267,23.78573234,129.1440655,51.00994981,188.90008999999998,386476769.0,21055618324.0,13574.1715,-5124546466.0,4.348773532,41.21677196,110.554,67.179,1635.0,34.0,1268.0,0.1499501521
YR2015,CHN,1371220000.0,0.5081367472999999,9562911.25,10852485841865.0,7910.0,19745788935828.0,14400.0,75.928,1.665,7.5318,10.7,99.0,2083212.969,,11015542352469.0,6.90531667,0.06269938580000001,8.42204052,41.11417112,21.44327356,18.18573333,45.60334613,91.835388,35.88596797,92.53320683,20421778043.0,242489331627.0,8033.388043000001,-68098649765.0,1.437024514,44.01481007,100.06700000000001,64.479,160973.0,5200.0,95221.0,0.45857166549999995
YR2015,COL,47520667.0,1.167245179,1141748.9840000002,348274403986.0,7330.0,656167411095.0,13810.0,76.531,1.8630000000000002,69.3178,15.7,94.0,585017.3828,,293481748241.0,2.955945907,2.449284108,5.9804248079999995,28.58944789,15.65021151,22.71055261,23.77369229,120.636922,30.69219825,110.4973639,333683053.2,11723216758.0,6175.8760299999985,-7505480322.0,4.990234275,43.22899529,190.835,89.3,10011.0,630.0,6347.0,3.6472235239999997
YR2015,COM,777424.0,2.347041066,1861.000061,1083706879.0,1390.0,2079006383.0,2670.0,63.471000000000004,4.419,68.98899999999999,74.9,90.0,370.0,,988150249.5,1.099964632,1.8437237419999999,30.03278344,11.42355891,9.905299876,27.03847093,14.04007474,54.64019634,23.37701176,143.14506830000005,,4934768.96,1271.057042,,,41.91467642,252.602,201.945,1431.0,74.0,871.0,0.5918394136999999
YR2015,COD,76244544.0,3.30283221,2344860.0,34874333844.0,460.0,61244681428.0,800.0,59.254,6.202999999999999,126.2696,97.4,79.0,1525780.0,,37917704900.0,6.91618781,-1.155897722,18.3703885,41.7048639,27.7255678,31.60686316,18.5271202,49.51538827,31.91121412,112.9335369,851177411.0,1165720010.0,497.3169608,-1165720010.0,0.7441989948000001,48.39070258,284.355,235.692,236287.0,16000.0,97455.0,12.04138282
YR2015,COG,4856095.0,2.483608177,342000.0,11723289157.0,2410.0,29270450661.0,6030.0,63.097,4.587,114.6758,54.9,80.0,223340.0,,8553154580.0,2.646485877,-29.69106658,7.243495885,54.67437765,69.27556739,96.37029556,40.87290974,107.4114077,122.35251799999999,153.02219530000005,67643982.27,4278118365.0,1761.32357,-3728906647.0,3.169097968,48.7319183,279.972,244.476,6469.0,700.0,3586.0,8.741039956
YR2015,CRI,4847804.0,1.086952795,51100.0,50407804820.0,10400.0,72341900701.0,14920.0,79.565,1.806,55.9828,9.1,93.0,27560.0,,54775997556.0,3.6317314410000003,3.7769147380000003,4.956674948,19.4218068,30.82494048,31.69335592,18.43282008,155.4435575,46.90923241,99.90114876,407784045.2,2955521681.0,11299.13618,-2541308964.0,0.8018571625,39.29937186,111.80799999999999,59.535,560.0,20.0,434.0,0.2637872165
YR2015,CIV,23226143.0,2.522094681,322460.0,34483113047.0,1480.0,77570059411.0,3340.0,56.065,4.813,120.3414,90.0,65.0,104010.0,,33131113901.0,8.84285995,3.106152324,22.73562326,25.77787082,37.71798058,34.24689727,20.10381936,109.3922913,64.17532493,173.0060451,649507954.8,494209964.3,1426.457845,-479807382.4,1.251499548,40.77113769,415.85400000000004,377.06199999999995,53886.0,5600.0,30193.0,26.83225491
YR2015,HRV,4203604.0,-0.8240991639,56590.0,54530256356.0,12970.0,96090803558.0,22860.0,77.27560976,1.4,9.6774,4.9,93.0,19220.0,,49519006809.0,2.4005918790000003,0.025600812400000002,3.015924525,22.20791744,48.13601818,45.76895636,20.00597996,104.31824809999999,67.64271369,100.19121059999999,275480854.1,158968737.6,11780.13124,-175731670.2,-0.4644990046,46.62891928,126.36399999999999,54.093,164.0,3.0,120.0,
YR2015,CUB,11324781.0,0.1579997716,109880.0,81915785583.0,7230.0,,,78.561,1.6740000000000002,52.4564,5.4,99.0,32000.0,,87133000000.0,4.438141959,3.439604236,3.8355158210000004,22.35318421,17.14734945,14.46639046,9.389094832,29.45174834,17.27474091,164.91244550000005,,,7694.01192,,,38.11174963,107.55799999999999,70.921,499.0,47.0,279.0,0.363190543
YR2015,CUW,157980.0,1.319593903,444.0,3102738277.0,19640.0,4416683752.0,27960.0,78.07560976,1.9,30.7996,,,,,3151910782.0,0.2786956066,-0.4829991732,0.4107714886,18.468313000000002,,,,119.16958090000001,63.39011914,,130206703.9,146435754.2,19951.3279,-127804469.3,-0.4765420498,,135.838,65.589,,,,0.27270140940000004
YR2015,CYP,1160985.0,0.7521855226,9250.0,22362518700.0,26380.0,27105851559.0,31980.0,80.35,1.354,4.8136,2.7,90.0,1726.9999690000002,,19680625485.0,1.96230401,-1.166889595,1.847005695,9.736774781,64.51080299,64.31244865,14.2018323,131.7901791,52.42719551,110.8104094,677449037.3,8106710246.0,23217.48415,9280975832.0,,46.42579373,68.965,34.321999999999996,28.0,1.0,20.0,0.0
YR2015,CZE,10546059.0,0.19658874850000002,78870.0,192551342656.0,18260.0,331373459943.0,31420.0,78.57804878,1.57,11.484000000000002,3.1,99.0,26670.0,,186829940546.0,5.309238519,1.16589854,2.227911979,33.99185732,81.04930107,75.05056266,27.95578033,117.48050759999998,160.167583,125.60993229999998,1376392339.0,1699914617.0,17715.61685,2026234172.0,0.3093645485,44.20915228,112.133,52.943999999999996,278.0,4.0,176.0,0.0
YR2015,DNK,5683483.0,0.7064238496999999,42920.0,343918883181.0,60510.0,287382159288.0,50560.0,80.70243902,1.71,4.2482,4.2,91.0,6122.0001219999995,,302673068766.0,2.3425904319999997,0.43306077439999996,0.9575802079000001,19.98745473,55.41815308,48.63004796,20.63121366,124.44416509999998,59.82692835,121.2925955,2781262009.0,1850770715.0,53254.856,5406579387.0,0.4520341537,47.0689454,82.945,51.397,211.0,2.0,184.0,0.0
YR2015,DJI,913993.0,1.6878089,23200.0,1709536526.0,1870.0,,,64.13600000000001,2.912,19.9894,65.3,74.0,55.99999905,,1633741923.0,9.683798116,2.36831413,1.7768898640000002,16.78238699,38.67626515,68.8404821,44.66232719,34.3930424,61.5152238,99.12547322,12097681.75,123998424.5,1787.4775,-123998424.5,-0.8473897340000001,40.7254333,275.191,228.30700000000002,1128.0,52.0,711.0,17.60551579
YR2015,DMA,71183.0,0.1377681777,750.0,492001219.9,6910.0,745317961.2,10470.0,,,,32.1,96.0,433.30001830000003,,540830670.0,-2.55050302,6.00618288,14.05274374,11.957032,37.61600445,51.01165336,,108.52872169999999,45.11578458,104.763062,24812587.59,11051185.73,7597.750445999999,-22561848.77,-0.7864477462,,,,27.0,,24.0,3.7537154569999998
YR2015,DOM,10281680.0,1.13957128,48670.0,66583759649.0,6480.0,144197222332.0,14020.0,73.241,2.405,95.5912,31.3,90.0,19830.0,,68802092021.0,7.033371069,0.6408030479,5.6027848229999995,28.1008298,24.5165951,29.421322999999997,22.57696166,85.56234973,38.29680061,109.37565910000001,585000000.0,2227300000.0,6691.71692,-2204900000.0,0.8367463467,39.26006999,204.02,119.214,5414.0,200.0,4418.0,3.078559635
YR2015,ECU,16212020.0,1.617888472,256370.0,96833169028.0,5970.0,182104909146.0,11230.0,76.143,2.499,80.6542,15.1,84.0,125478.7988,,99290381000.0,0.09887260835000004,-2.4910207580000003,9.454851422,31.87212767,21.25822138,23.98565577,26.87009832,79.84070461,40.13379705,158.9334584,291533662.2,1322716337.0,6124.491643,-1322716337.0,3.966646233,39.50249046,161.783,86.029,4300.0,210.0,2621.0,3.1075409869999997
YR2015,EGY,92442547.0,2.207038658,1001450.0,310214098826.0,3360.0,993888699426.0,10750.0,71.30199999999998,3.4360000000000004,54.595,23.6,92.0,730.0,,332698041031.0,4.372019078,9.93088973,11.39408323,36.63020173,13.18384549,21.66209747,14.28863701,101.70225190000001,25.52554855,144.1120861,622700000.0,6925200000.0,3598.9709479999997,-6743500000.0,10.36206974,23.29916366,188.04,111.01799999999999,51675.0,1000.0,32472.0,0.0
YR2015,SLV,6325124.0,0.4753638277,21040.0,21761759047.0,3440.0,44945203952.0,7110.0,72.41199999999998,2.101,71.0814,15.3,95.0,2650.0,,23438240000.0,2.395029358,1.31253572,5.529724075,24.62177194,29.48613036,47.07414038,16.01694496,147.5723164,67.419738,221.52589730000003,74340145.28,494541718.1,3705.577946,-396350024.0,-0.7313844874,41.87550082,261.317,103.00200000000001,1561.0,57.0,886.0,1.890136061
YR2015,GNQ,1168568.0,4.0420301410000015,28050.0,12669648665.0,10840.0,26082123067.0,22320.0,57.358999999999995,4.774,160.0836,94.2,27.0,15680.0,,13180195435.0,-9.110041149,-20.19275037,1.8883908759999999,59.10058727,56.65847382,42.21958535,24.7014529,45.64013391,76.06108763,144.71204699999996,,233325072.8,11278.92894,,1.676630853,37.07656115,348.89300000000014,308.714,2712.0,120.0,1291.0,2.8652643980000003
YR2015,ERI,,,117600.0,,,,,64.664,4.217,55.6586,46.6,97.0,15100.0,,,,,,,,,,14.20956809,,78.98936982,,49323000.0,,,,46.39354465,292.6090000000001,218.953,3683.0,560.0,2117.0,67.35015483
