Time Code,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Mortality rate, under-5 (per 1,000 live births)","Immunization, measles (% of children ages 12-23 months)",Forest area (sq. km),CO2 emissions (metric tons per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),Mobile cellular subscriptions (per 100 people),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)","Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,People practicing open defecation (% of population)
YR2017,VGB,29577.0,0.7534142745,150.0,,,,,,,,,,,,,,,,,,,,204.50349930000002,,54.94241483,,57635294000.0,,,,,,,,,,
YR2017,BRN,424473.0,1.10699921,5770.0,12687637401.0,29890.0,35983277932.0,84770.0,75.585,1.881,10.272,11.4,97.0,,,12128089000.0,1.328751422,4.955242965,1.086450903,59.72058897,49.57330652,35.6035539,34.80476019,128.3313662,71.37150791,145.28673,,467927550.3,28572.109419999997,-467927550.3,-0.1713115254,42.70895136,100.04899999999999,71.0,63.0,2.0,35.0,
YR2017,BGR,7075947.0,-0.7304431753,111000.0,55638208776.0,7860.0,150173093130.0,21220.0,74.81219512,1.54,39.86,7.4,94.0,,,58220973783.0,3.811248158,3.402636334,4.071158176,24.66674914,67.3689784,63.70695499,20.08590445,120.14044740000001,112.7102412,135.3309677,198720000.0,2833030000.0,8228.01157,-2303920000.0,2.0643550630000003,46.41809351,,,397.0,6.0,240.0,0.0
YR2017,BFA,19193284.0,2.8908508060000004,274220.0,11293445971.0,590.0,34649071647.0,1810.0,60.768,5.271,104.329,79.6,88.0,,,12322864245.0,6.302096059,4.5249256330000005,28.66443366,18.32174052,25.98657678,26.35411727,22.78689793,93.50365342,54.93852619,145.2870361,198440425.1,2566335.6569999997,642.0404265,7677120.493,0.3612470965,44.75084947,264.673,232.74200000000002,36653.0,2400.0,18663.0,46.66535807
YR2017,BDI,10827024.0,3.1813675239999997,27830.0,3026085721.0,280.0,7978021670.0,740.0,60.898,5.5020000000000024,55.59,61.0,90.0,,,3172416146.0,0.5000099988000001,11.4706841,,,,,,54.68367609,29.2206305,162.29221090000001,15722808.12,316473.4494,293.00906200000014,-306525.81899999996,16.0525353,51.92849074,314.753,257.341,17980.0,2400.0,9572.0,2.621524553
YR2017,CPV,537497.0,1.188624222,4030.0,1659170921.0,3090.0,3646923347.0,6790.0,72.57,2.309,73.759,20.1,96.0,,,1771235958.0,4.013257244,0.5494700462,5.994890582999999,18.13707672,46.14328828,66.93382714,37.79422455,113.909075,47.36805371,109.3682584,43989223.68,111711633.7,3295.341106,-98218594.11,,46.95409294,143.523,98.03,184.0,6.0,128.0,20.16888409
YR2017,KHM,16009414.0,1.530261745,181040.0,19747882197.0,1230.0,60357035541.0,3770.0,69.289,2.53,50.177,29.2,84.0,,,22177200512.0,7.01503011,3.3235380560000003,23.36144048,30.84892761,60.68195781,64.10581574,22.89196799,116.0128584,124.37999099999999,72.56283448,324477386.0,2788084322.0,1385.25998,-2673226255.0,2.890924692,48.41209471,202.166,134.547,9147.0,590.0,5503.0,31.74921674
YR2017,CMR,24566045.0,2.637694363,475440.0,32869054705.0,1340.0,87842575984.0,3580.0,58.511,4.638999999999999,105.8,79.0,77.0,,,34922782311.0,3.549087318,1.4824713219999999,14.37221482,25.28827825,18.58391647,22.60605047,22.92985913,81.96421137,23.87553181,144.4096487,83555387.11,814001700.8,1421.5874919999999,-792136912.9,0.6404091499,47.03807800000001,340.93,317.369,45386.0,4700.0,23901.0,6.95171118
YR2017,CAN,36540268.0,1.185925675,9984670.0,1571232646147.0,43000.0,1691995086286.0,46300.0,82.24897561,1.4961,8.387,5.1,90.0,,,1646867220617.0,2.9785659630000003,2.56335784,,,31.10003705,33.42290721,23.58977286,86.28149306,52.40331395,108.08911200000001,5159163469.0,27812250383.0,45069.92725,54372238483.0,1.596884129,47.26431446,,,1712.0,40.0,1328.0,0.0
YR2017,CYM,63382.0,1.290996168,260.0,,,,,,,,,,,,3570575151.0,3.039347467,1.862798248,0.3972777561,0.003762561726,,,,152.49755449999995,30.35925458,61.82069881,,25559435000.0,56334.21399,,,,,,,,,
YR2017,CAF,4596028.0,1.277504136,622980.0,1953150141.0,420.0,3820587815.0,830.0,52.24,4.796,129.07399999999998,119.8,49.0,,,2167501640.0,4.4572831619999995,10.41405237,33.89625511,17.80935269,15.19389454,30.86334134,11.43980578,25.57404521,23.43712183,79.46993982,,6871735.872,471.6032278,,,45.82657126,401.556,364.478,14087.0,1400.0,6917.0,
YR2017,TCD,15016773.0,3.077531708,1284000.0,9619495837.0,640.0,28595233432.0,1900.0,53.711999999999996,5.846,161.09,122.7,37.0,,,9975692095.0,-2.988695986,0.028251913519999998,48.61308641,14.62854777,33.87296248,39.702045700000006,21.39646189,42.40996705,43.10477868,135.4431735,,334997123.7,664.3033157000001,,,45.70818065,380.094,335.375,45903.0,7300.0,22321.0,66.98929291
YR2017,CHI,168665.0,1.03818709,197.99999240000002,,,,,82.766,1.516,6.864,,,,,,,,,,,,,,,,,,,,,43.94412011,57.62600000000001,41.239,,,,0.0
YR2017,CHL,18470439.0,1.425185044,756700.0,245499176282.0,13290.0,429558689701.0,23260.0,79.90899999999998,1.6780000000000002,41.052,7.4,93.0,,,277746457910.0,1.279183341,4.995391678,3.874238613,29.60421878,28.5258706,27.14495803,21.59174633,124.5944777,48.3505716,218.4712368,492037287.3,5852183239.0,15037.35011,-680474668.9,2.182718469,41.76013104,106.09200000000001,65.373,1497.0,29.0,1180.0,0.0
YR2017,CHN,1386395000.0,0.559121331,9562910.0,11962904327798.0,8630.0,23201758384014.0,16740.0,76.47,1.683,7.635,9.2,99.0,,,12143491448186.0,6.7570076110000015,3.884169895,7.5661498210000016,40.54108519,19.96295647,18.18673175,44.34396506,103.4384208,33.82172267,87.29451198,16253286877.0,166083755722.0,8759.041578,-27790987920.0,1.593137255,43.91837363,95.115,61.091,135673.0,4900.0,79312.0,0.22636122239999998
YR2017,COL,48901066.0,1.503387796,1141748.9840000002,290034077285.0,5930.0,696337574182.0,14240.0,76.925,1.825,66.65100000000001,14.7,93.0,,,311789874617.0,1.351326676,5.110429218,6.387892118,26.81391098,15.09333901,20.16792111,21.61924551,127.2136962,26.92742992,127.7397862,291727376.4,13836161410.0,6375.932063,-10146597335.0,4.3121410319999995,43.1400169,187.40599999999998,87.205,9325.0,610.0,5931.0,3.066365765
YR2017,COM,813892.0,2.274118744,1861.000061,1040977291.0,1280.0,2251529635.0,2770.0,63.912,4.275,65.351,69.9,90.0,,,1068124330.0,2.7076588289999997,-0.3354819617,29.93875345,12.24137487,11.61818696,28.51803085,17.52072409,57.61378660000001,27.33764149,103.3604302,,3910017.733,1312.366174,,,42.23954971,247.707,196.761,1374.0,72.0,849.0,0.5915518002
YR2017,COD,81398764.0,3.258508351,2344860.0,37221270604.0,460.0,70294538061.0,860.0,60.026,6.017,124.22,91.1,80.0,,,38019265626.0,3.7269476530000003,43.06865977,19.7026975,42.19171622,35.25052218,39.04085744,24.98767838,43.45919307,33.66714162,135.05447130000002,532463104.9,1047979483.0,467.0742375,-1047979483.0,,48.39688372,276.222,227.393,233289.0,16000.0,97703.0,12.05268314
YR2017,COG,5110702.0,2.570629914,342000.0,7543809307.0,1480.0,25916389542.0,5070.0,63.95399999999999,4.482,112.229,51.6,70.0,,,8701334800.0,-3.1,-2.450274009,6.398304297999999,53.52234363,94.03353272,65.17040537,22.56092984,98.92979331,112.8907257,161.8418613,,4406043657.0,1702.5713489999994,,0.4500638233,48.76684295,265.097,229.77700000000002,6270.0,650.0,3534.0,8.745093561000001
YR2017,CRI,4949954.0,1.02767609,51100.0,54886210443.0,11090.0,79751485065.0,16110.0,79.914,1.7719999999999998,53.46,8.9,96.0,,,58174550212.0,3.397181701,2.549715887,5.013778521,18.99327478,33.05426483,32.99486602,18.83229603,178.5944273,42.76440455,99.90738519,468504811.4,2856006597.0,11752.5436,-2583192991.0,1.625723304,38.06687116,107.137,57.942,541.0,19.0,419.0,0.2035545423
YR2017,CIV,24437469.0,2.54780739,322460.0,36074440824.0,1480.0,91977457081.0,3760.0,57.016999999999996,4.704,117.62700000000001,83.6,70.0,,,38053610009.0,7.702089422,-1.742196242,21.5757093,24.68760156,33.70014679,31.06047962,17.31019995,129.91211040000002,56.38886822,154.4630003,845183020.3,972606666.5,1557.1829480000001,-298245465.4,0.6858810653,41.4275093,406.184,364.35900000000004,52719.0,5400.0,30157.0,25.737221899999998
YR2017,HRV,4124531.0,-1.200610165,56590.0,51869104467.0,12580.0,106532609737.0,25830.0,77.82682927,1.42,8.681000000000001,4.7,89.0,,,55201417479.0,2.921363374,1.11442484,3.014437745,21.64686126,51.08624181,48.83868199,20.92747007,103.1730226,74.08867719,98.09490116,304404575.4,2040460131.0,13383.6835,-1398054469.0,1.129372103,46.30458041,119.40700000000001,50.512,153.0,3.0,104.0,
YR2017,CUB,11339259.0,0.036605210310000004,109880.0,,,,,78.66199999999998,1.6369999999999998,51.592,5.1,99.0,,,96851000000.0,1.7834976269999998,4.1413285360000005,3.8006835239999996,24.35596948,14.54089271,11.67669926,10.25905773,40.68858498,13.51560645,177.2244882,,,8541.210673,,,37.87795088,103.896,69.263,454.0,42.0,253.0,0.2687906364
YR2017,CUW,160175.0,0.3195360383,444.0,3055056279.0,19070.0,4456032332.0,27820.0,78.01707317,1.5,27.941999999999997,,,,,3116610112.0,-1.7397647840000001,1.5855006680000001,0.3795629476,18.23908339,,,,115.5478188,62.728411,,141776536.3,172681564.2,19457.53152,-320659217.9,1.5855880169999998,,131.825,64.096,,,,0.27270140940000004
YR2017,CYP,1179680.0,0.8079650161,9250.0,20751611918.0,24140.0,30232386696.0,35170.0,80.672,1.337,4.582,2.5,90.0,,,22141864999.0,4.4688790439999995,1.71970205,1.749129242,11.35773879,64.76846218,68.27727608,20.55305053,138.4797599,56.53543638,110.4486238,757795234.9,11018805948.0,25760.7627,-5282239399.0,,46.19617957,65.933,33.388000000000005,25.0,1.0,18.0,0.0
YR2017,CZE,10594438.0,0.26564266350000004,78870.0,190313642131.0,17960.0,378005368628.0,35680.0,79.47560976,1.63,11.972000000000001,3.3,97.0,,,215913545038.0,4.3526035180000004,1.441965362,2.057568977,33.21672897,79.7260775,72.20279807,25.87295263,118.75123229999998,160.0154358,127.27359579999998,2055510448.0,11234740946.0,20379.89604,-1834383759.0,2.450533985,44.52194045,,,290.0,4.0,190.0,0.0
YR2017,DNK,5764980.0,0.6433509036999999,42920.0,323648983516.0,56140.0,320311725562.0,55560.0,81.00487805,1.79,4.123,4.3,97.0,,,329865553843.0,2.2623690080000003,1.412483959,1.4268229319999999,20.10994165,54.54404938,47.44761974,21.61095027,124.43449140000001,59.37964656,122.77005729999999,3077934516.0,2357373494.0,57218.85485,4774465882.0,1.14713217,47.378893299999994,,,218.0,2.0,190.0,0.0
YR2017,DJI,944097.0,1.599962382,23200.0,1921967147.0,2040.0,,,65.893,2.785,18.840999999999998,61.2,81.0,,,1844674435.0,4.090263628,0.4488451208,2.190564449,15.51498438,34.22659405,74.26163479,50.38039788,39.51407638,49.33119812,100.6626277,19271888.36,165001125.4,1953.903502,-165001125.4,0.5681121171,41.14536132,271.057,223.55599999999998,1053.0,51.0,671.0,17.317909699999998
YR2017,DMA,71458.0,0.2115365199,750.0,486378726.5,6810.0,724664689.2,10140.0,,,,35.0,77.0,,,496726248.5,-9.530409524,-4.590168288,14.43693625,10.48080383,45.40891501,67.57105129,,105.27862520000001,44.08867070000001,107.54697069999999,19954455.17,-2112051.523,6951.303542000002,2868400.921,0.35107965119999995,,,,30.0,,27.0,
YR2017,DOM,10513131.0,1.103628391,48670.0,71127922315.0,6770.0,164315674618.0,15630.0,73.689,2.367,94.26,29.7,86.0,,,75931656815.0,4.551815138,3.672633475,5.667499847999999,27.04479122,24.83121626,28.089485200000002,21.83129013,83.41139781,36.63952713,106.50967299999999,651400000.0,3597900000.0,7222.554043999998,-3570700000.0,3.2795569469999997,39.93416406,200.872,116.772,5146.0,200.0,4163.0,2.874628513
YR2017,ECU,16785361.0,1.768538648,256370.0,98374347969.0,5860.0,188691065639.0,11240.0,76.584,2.451,79.26100000000002,14.5,81.0,,,104295862000.0,2.368386526,1.946398244,9.329258912,32.52358756,20.83281789,21.5889035,26.28025933,87.28679711,37.52018465,161.85298930000005,371469504.8,618873412.3,6213.501276,-618873412.3,0.4173355887,41.23986535,156.91899999999995,83.55,4165.0,200.0,2499.0,2.0965281609999997
YR2017,EGY,96442593.0,2.09083472,1001450.0,293195209238.0,3040.0,1110453289616.0,11510.0,71.656,3.37,53.818999999999996,21.9,94.0,,,235369129338.0,4.181221,22.93255423,11.485285300000001,33.75076369,15.818443799999999,29.30835735,15.27377522,106.7559394,37.06135985,147.3746371,270800000.0,7408700000.0,2440.510173,-7209700000.0,29.50193273,23.65962646,184.422,106.83,48532.0,960.0,30193.0,0.0
YR2017,SLV,6388122.0,0.5018581632,21040.0,22985886313.0,3600.0,48095933993.0,7530.0,72.872,2.059,69.459,14.2,85.0,,,24927970000.0,2.307938504,0.8756532147,5.042047146,24.44198224,28.98234393,45.47574472,16.61627481,148.3697097,65.51676691,217.28590840000004,187453483.9,503801415.2,3902.237622,-888844522.3,1.012354033,41.20706973,254.03099999999998,99.74,1434.0,54.0,815.0,1.005669853
YR2017,GNQ,1262001.0,3.780716547,28050.0,8935969372.0,7080.0,24569364957.0,19470.0,58.06100000000001,4.599,155.622,88.2,30.0,,,12289913729.0,-4.685683868,12.66859744,2.320427701,56.10488153,57.49678308,40.19430789,12.61595044,44.85832828,59.98414767,145.309544,,304074312.2,9738.434223999999,,0.7443547466,36.97420173,349.269,313.346,2685.0,130.0,1299.0,2.8540711610000002
YR2017,ERI,,,117600.0,,,,,65.538,4.112,52.553000000000004,43.4,99.0,,,,,,,,,,,20.36395515,,90.38032091,,55468000.0,,,,46.54086828,280.532,206.699,3412.0,510.0,1990.0,
YR2017,EST,1317384.0,0.1210706315,45340.0,24601587215.0,18670.0,43192606525.0,32790.0,77.64146341,1.6,7.697999999999999,2.8,93.0,,,26611651599.0,4.8566868560000005,3.8679510510000004,2.32461537,24.4419427,76.54409628,71.98938256,26.05867023,144.3413244,117.1404183,115.96200929999999,150832286.3,1555186132.0,20200.37559,-995031017.4,3.417235495,48.36037324,154.542,56.077,30.0,1.0,18.0,0.0
YR2017,ETH,106400024.0,2.663467978,1104300.0,78270530183.0,740.0,200668362272.0,1890.0,65.872,4.35,66.727,57.7,65.0,,,81716326731.0,9.503858571,6.722117677000001,33.66027364,23.58185167,7.630334495,23.4772345,38.44885335,37.2180717,23.460428,139.86642759999998,12461832.15,4017159565.0,768.0104163,-4017159565.0,9.848250242,46.55623515,240.415,188.54,139700.0,14000.0,100808.0,22.35029207
YR2017,FRO,48331.0,0.3274478595,1396.000061,,,,,82.4,2.5,,,,,,,,,19.2805217,16.64421638,,,,116.47389869999999,,118.38579750000001,,,,,,,,,,,,
